name,annotations,codepoints,emoji,synonyms
backhand index pointing up: light skin tone,"backhand, finger, hand, index, light skin tone, point, up","[128070, 127995]",,"finger, point, point up, up, pointing up, pointing"
backhand index pointing up: medium-light skin tone,"backhand, finger, hand, index, medium-light skin tone, point, up","[128070, 127996]",,"finger, point, point up, up, pointing up, pointing"
backhand index pointing up: medium skin tone,"backhand, finger, hand, index, medium skin tone, point, up","[128070, 127997]",,"finger, point, point up, up, pointing up, pointing"
backhand index pointing up: medium-dark skin tone,"backhand, finger, hand, index, medium-dark skin tone, point, up","[128070, 127998]",,"finger, point, point up, up, pointing up, pointing"
backhand index pointing up: dark skin tone,"backhand, dark skin tone, finger, hand, index, point, up","[128070, 127999]",,"finger, point, point up, up, pointing up, pointing"
middle finger,"finger, hand",[128405],🖕,"middle finger, fu, fuck you, insult, insulting"
middle finger: light skin tone,"finger, hand, light skin tone","[128405, 127995]",,"middle finger, fu, fuck you, insult, insulting"
middle finger: medium-light skin tone,"finger, hand, medium-light skin tone","[128405, 127996]",,"middle finger, fu, fuck you, insult, insulting"
middle finger: medium skin tone,"finger, hand, medium skin tone","[128405, 127997]",,"middle finger, fu, fuck you, insult, insulting"
middle finger: medium-dark skin tone,"finger, hand, medium-dark skin tone","[128405, 127998]",,"middle finger, fu, fuck you, insult, insulting"
middle finger: dark skin tone,"dark skin tone, finger, hand","[128405, 127999]",,"middle finger, fu, fuck you, insult, insulting"
backhand index pointing down,"backhand, down, finger, hand, index, point",[128071],👇,"finger, point, down, point down, pointing down, pointing"
backhand index pointing down: light skin tone,"backhand, down, finger, hand, index, light skin tone, point","[128071, 127995]",,"finger, point, down, point down, pointing down, pointing"
backhand index pointing down: medium-light skin tone,"backhand, down, finger, hand, index, medium-light skin tone, point","[128071, 127996]",,"finger, point, down, point down, pointing down, pointing"
backhand index pointing down: medium skin tone,"backhand, down, finger, hand, index, medium skin tone, point","[128071, 127997]",,"finger, point, down, point down, pointing down, pointing"
backhand index pointing down: medium-dark skin tone,"backhand, down, finger, hand, index, medium-dark skin tone, point","[128071, 127998]",,"finger, point, down, point down, pointing down, pointing"
backhand index pointing down: dark skin tone,"backhand, dark skin tone, down, finger, hand, index, point","[128071, 127999]",,"finger, point, down, point down, pointing down, pointing"
victory hand,"hand, v, victory",[9996],✌,"victory, peace, win, winning, won, winner"
victory hand: light skin tone,"hand, light skin tone, v, victory","[9996, 127995]",,"victory, peace, win, winning, won, winner"
victory hand: medium-light skin tone,"hand, medium-light skin tone, v, victory","[9996, 127996]",,"victory, peace, win, winning, won, winner"
victory hand: medium skin tone,"hand, medium skin tone, v, victory","[9996, 127997]",,"victory, peace, win, winning, won, winner"
victory hand: medium-dark skin tone,"hand, medium-dark skin tone, v, victory","[9996, 127998]",,"victory, peace, win, winning, won, winner"
victory hand: dark skin tone,"dark skin tone, hand, v, victory","[9996, 127999]",,"victory, peace, win, winning, won, winner"
crossed fingers,"cross, finger, hand, luck",[129310],🤞,"luck, good luck, crossed fingers"
crossed fingers: light skin tone,"cross, finger, hand, light skin tone, luck","[129310, 127995]",,"luck, good luck, crossed fingers"
crossed fingers: medium-light skin tone,"cross, finger, hand, luck, medium-light skin tone","[129310, 127996]",,"luck, good luck, crossed fingers"
crossed fingers: medium skin tone,"cross, finger, hand, luck, medium skin tone","[129310, 127997]",,"luck, good luck, crossed fingers"
crossed fingers: medium-dark skin tone,"cross, finger, hand, luck, medium-dark skin tone","[129310, 127998]",,"luck, good luck, crossed fingers"
crossed fingers: dark skin tone,"cross, dark skin tone, finger, hand, luck","[129310, 127999]",,"luck, good luck, crossed fingers"
vulcan salute,"finger, hand, spock, vulcan",[128406],🖖,"vulcan, salute, vulcan salute, star trek, spock"
vulcan salute: light skin tone,"finger, hand, light skin tone, spock, vulcan","[128406, 127995]",,"vulcan, salute, vulcan salute, star trek, spock"
vulcan salute: medium-light skin tone,"finger, hand, medium-light skin tone, spock, vulcan","[128406, 127996]",,"vulcan, salute, vulcan salute, star trek, spock"
vulcan salute: medium skin tone,"finger, hand, medium skin tone, spock, vulcan","[128406, 127997]",,"vulcan, salute, vulcan salute, star trek, spock"
vulcan salute: medium-dark skin tone,"finger, hand, medium-dark skin tone, spock, vulcan","[128406, 127998]",,"vulcan, salute, vulcan salute, star trek, spock"
vulcan salute: dark skin tone,"dark skin tone, finger, hand, spock, vulcan","[128406, 127999]",,"vulcan, salute, vulcan salute, star trek, spock"
sign of the horns,"finger, hand, horns, rock-on",[129304],🤘,"horns, rock, rock on, rock-on"
sign of the horns: light skin tone,"finger, hand, horns, light skin tone, rock-on","[129304, 127995]",,"horns, rock, rock on, rock-on"
sign of the horns: medium-light skin tone,"finger, hand, horns, medium-light skin tone, rock-on","[129304, 127996]",,"horns, rock, rock on, rock-on"
sign of the horns: medium skin tone,"finger, hand, horns, medium skin tone, rock-on","[129304, 127997]",,"horns, rock, rock on, rock-on"
sign of the horns: medium-dark skin tone,"finger, hand, horns, medium-dark skin tone, rock-on","[129304, 127998]",,"horns, rock, rock on, rock-on"
sign of the horns: dark skin tone,"dark skin tone, finger, hand, horns, rock-on","[129304, 127999]",,"horns, rock, rock on, rock-on"
call me hand,"call, hand",[129305],🤙,call me
call me hand: light skin tone,"call, hand, light skin tone","[129305, 127995]",,call me
call me hand: medium-light skin tone,"call, hand, medium-light skin tone","[129305, 127996]",,call me
call me hand: medium skin tone,"call, hand, medium skin tone","[129305, 127997]",,call me
call me hand: medium-dark skin tone,"call, hand, medium-dark skin tone","[129305, 127998]",,call me
call me hand: dark skin tone,"call, dark skin tone, hand","[129305, 127999]",,call me
raised hand with fingers splayed,"finger, hand, splayed",[128400],🖐,"raised hand, hand"
raised hand with fingers splayed: light skin tone,"finger, hand, light skin tone, splayed","[128400, 127995]",,"raised hand, hand"
raised hand with fingers splayed: medium-light skin tone,"finger, hand, medium-light skin tone, splayed","[128400, 127996]",,"raised hand, hand"
raised hand with fingers splayed: medium skin tone,"finger, hand, medium skin tone, splayed","[128400, 127997]",,"raised hand, hand"
raised hand with fingers splayed: medium-dark skin tone,"finger, hand, medium-dark skin tone, splayed","[128400, 127998]",,"raised hand, hand"
raised hand with fingers splayed: dark skin tone,"dark skin tone, finger, hand, splayed","[128400, 127999]",,"raised hand, hand"
raised hand,hand,[9995],✋,"raised hand, hand"
raised hand: light skin tone,"hand, light skin tone","[9995, 127995]",,"raised hand, hand"
raised hand: medium-light skin tone,"hand, medium-light skin tone","[9995, 127996]",,"raised hand, hand"
raised hand: medium skin tone,"hand, medium skin tone","[9995, 127997]",,"raised hand, hand"
raised hand: medium-dark skin tone,"hand, medium-dark skin tone","[9995, 127998]",,"raised hand, hand"
raised hand: dark skin tone,"dark skin tone, hand","[9995, 127999]",,"raised hand, hand"
ok hand,"hand, ok",[128076],👌,"ok, perfect, approved, approve"
ok hand: light skin tone,"hand, light skin tone, ok","[128076, 127995]",,"ok, perfect, approved, approve"
ok hand: medium-light skin tone,"hand, medium-light skin tone, ok","[128076, 127996]",,"ok, perfect, approved, approve"
ok hand: medium skin tone,"hand, medium skin tone, ok","[128076, 127997]",,"ok, perfect, approved, approve"
ok hand: medium-dark skin tone,"hand, medium-dark skin tone, ok","[128076, 127998]",,"ok, perfect, approved, approve"
ok hand: dark skin tone,"dark skin tone, hand, ok","[128076, 127999]",,"ok, perfect, approved, approve"
thumbs up,"+1, hand, thumb, up",[128077],👍,"ok, +1, thumbs up, thumbs-up, agreed, agree, agreeing"
thumbs up: light skin tone,"+1, hand, light skin tone, thumb, up","[128077, 127995]",,"ok, +1, thumbs up, thumbs-up, agreed, agree, agreeing"
thumbs up: medium-light skin tone,"+1, hand, medium-light skin tone, thumb, up","[128077, 127996]",,"ok, +1, thumbs up, thumbs-up, agreed, agree, agreeing"
thumbs up: medium skin tone,"+1, hand, medium skin tone, thumb, up","[128077, 127997]",,"ok, +1, thumbs up, thumbs-up, agreed, agree, agreeing"
thumbs up: medium-dark skin tone,"+1, hand, medium-dark skin tone, thumb, up","[128077, 127998]",,"ok, +1, thumbs up, thumbs-up, agreed, agree, agreeing"
thumbs up: dark skin tone,"+1, dark skin tone, hand, thumb, up","[128077, 127999]",,"ok, +1, thumbs up, thumbs-up, agreed, agree, agreeing"
thumbs down,"-1, down, hand, thumb",[128078],👎,"ok, +1, thumbs up, thumbs-up, agreed, agree, agreeing"
thumbs down: light skin tone,"-1, down, hand, light skin tone, thumb","[128078, 127995]",,"ok, +1, thumbs up, thumbs-up, agreed, agree, agreeing"
thumbs down: medium-light skin tone,"-1, down, hand, medium-light skin tone, thumb","[128078, 127996]",,"ok, +1, thumbs up, thumbs-up, agreed, agree, agreeing"
thumbs down: medium skin tone,"-1, down, hand, medium skin tone, thumb","[128078, 127997]",,"ok, +1, thumbs up, thumbs-up, agreed, agree, agreeing"
thumbs down: medium-dark skin tone,"-1, down, hand, medium-dark skin tone, thumb","[128078, 127998]",,"ok, +1, thumbs up, thumbs-up, agreed, agree, agreeing"
thumbs down: dark skin tone,"-1, dark skin tone, down, hand, thumb","[128078, 127999]",,"ok, +1, thumbs up, thumbs-up, agreed, agree, agreeing"
raised fist,"clenched, fist, hand, punch",[9994],✊,"fist, punch, fight, resist, resisting, resistance, revolution, raised fist"
raised fist: light skin tone,"clenched, fist, hand, light skin tone, punch","[9994, 127995]",,"fist, punch, fight, resist, resisting, resistance, revolution, raised fist"
raised fist: medium-light skin tone,"clenched, fist, hand, medium-light skin tone, punch","[9994, 127996]",,"fist, punch, fight, resist, resisting, resistance, revolution, raised fist"
raised fist: medium skin tone,"clenched, fist, hand, medium skin tone, punch","[9994, 127997]",,"fist, punch, fight, resist, resisting, resistance, revolution, raised fist"
raised fist: medium-dark skin tone,"clenched, fist, hand, medium-dark skin tone, punch","[9994, 127998]",,"fist, punch, fight, resist, resisting, resistance, revolution, raised fist"
raised fist: dark skin tone,"clenched, dark skin tone, fist, hand, punch","[9994, 127999]",,"fist, punch, fight, resist, resisting, resistance, revolution, raised fist"
oncoming fist,"clenched, fist, hand, punch",[128074],👊,"fist, punch, fight, punching, fighting"
oncoming fist: light skin tone,"clenched, fist, hand, light skin tone, punch","[128074, 127995]",,"fist, punch, fight, punching, fighting"
oncoming fist: medium-light skin tone,"clenched, fist, hand, medium-light skin tone, punch","[128074, 127996]",,"fist, punch, fight, punching, fighting"
oncoming fist: medium skin tone,"clenched, fist, hand, medium skin tone, punch","[128074, 127997]",,"fist, punch, fight, punching, fighting"
oncoming fist: medium-dark skin tone,"clenched, fist, hand, medium-dark skin tone, punch","[128074, 127998]",,"fist, punch, fight, punching, fighting"
oncoming fist: dark skin tone,"clenched, dark skin tone, fist, hand, punch","[128074, 127999]",,"fist, punch, fight, punching, fighting"
left-facing fist,"fist, leftwards",[129307],🤛,"fist, punch, fight, punching, fighting"
left-facing fist: light skin tone,"fist, leftwards, light skin tone","[129307, 127995]",,"fist, punch, fight, punching, fighting"
left-facing fist: medium-light skin tone,"fist, leftwards, medium-light skin tone","[129307, 127996]",,"fist, punch, fight, punching, fighting"
left-facing fist: medium skin tone,"fist, leftwards, medium skin tone","[129307, 127997]",,"fist, punch, fight, punching, fighting"
left-facing fist: medium-dark skin tone,"fist, leftwards, medium-dark skin tone","[129307, 127998]",,"fist, punch, fight, punching, fighting"
left-facing fist: dark skin tone,"dark skin tone, fist, leftwards","[129307, 127999]",,"fist, punch, fight, punching, fighting"
right-facing fist,"fist, rightwards",[129308],🤜,"fist, punch, fight, punching, fighting"
right-facing fist: light skin tone,"fist, light skin tone, rightwards","[129308, 127995]",,"fist, punch, fight, punching, fighting"
right-facing fist: medium-light skin tone,"fist, medium-light skin tone, rightwards","[129308, 127996]",,"fist, punch, fight, punching, fighting"
right-facing fist: medium skin tone,"fist, medium skin tone, rightwards","[129308, 127997]",,"fist, punch, fight, punching, fighting"
right-facing fist: medium-dark skin tone,"fist, medium-dark skin tone, rightwards","[129308, 127998]",,"fist, punch, fight, punching, fighting"
right-facing fist: dark skin tone,"dark skin tone, fist, rightwards","[129308, 127999]",,"fist, punch, fight, punching, fighting"
raised back of hand,"backhand, raised",[129306],🤚,hand
raised back of hand: light skin tone,"backhand, light skin tone, raised","[129306, 127995]",,hand
raised back of hand: medium-light skin tone,"backhand, medium-light skin tone, raised","[129306, 127996]",,hand
raised back of hand: medium skin tone,"backhand, medium skin tone, raised","[129306, 127997]",,hand
raised back of hand: medium-dark skin tone,"backhand, medium-dark skin tone, raised","[129306, 127998]",,hand
raised back of hand: dark skin tone,"backhand, dark skin tone, raised","[129306, 127999]",,hand
waving hand,"hand, wave, waving",[128075],👋,"wave, waving, hello, greeting"
waving hand: light skin tone,"hand, light skin tone, wave, waving","[128075, 127995]",,"wave, waving, hello, greeting"
waving hand: medium-light skin tone,"hand, medium-light skin tone, wave, waving","[128075, 127996]",,"wave, waving, hello, greeting"
waving hand: medium skin tone,"hand, medium skin tone, wave, waving","[128075, 127997]",,"wave, waving, hello, greeting"
waving hand: medium-dark skin tone,"hand, medium-dark skin tone, wave, waving","[128075, 127998]",,"wave, waving, hello, greeting"
waving hand: dark skin tone,"dark skin tone, hand, wave, waving","[128075, 127999]",,"wave, waving, hello, greeting"
clapping hands,"clap, hand",[128079],👏,"clap, clapping, applause, applaud"
clapping hands: light skin tone,"clap, hand, light skin tone","[128079, 127995]",,"clap, clapping, applause, applaud"
clapping hands: medium-light skin tone,"clap, hand, medium-light skin tone","[128079, 127996]",,"clap, clapping, applause, applaud"
clapping hands: medium skin tone,"clap, hand, medium skin tone","[128079, 127997]",,"clap, clapping, applause, applaud"
clapping hands: medium-dark skin tone,"clap, hand, medium-dark skin tone","[128079, 127998]",,"clap, clapping, applause, applaud"
clapping hands: dark skin tone,"clap, dark skin tone, hand","[128079, 127999]",,"clap, clapping, applause, applaud"
writing hand,"hand, write",[9997],✍,"write, writing, signature, signing"
